FinalIDassigned,BCG,Habitat,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TrophicState,ZHR,CRUS,Green,Salinity2,NitrogenUptakeMetabolism2,Phylum,Class,Order,Family,Genus
Tabellaria ventricosa,,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria
Tabularia,,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia
Tabularia fasciculata,4,BN,NA,NA,NA,NA,high,NA,NM,NAHON,DO_50,B,AM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia
Tabularia investiens,,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia
Tabularia tabulata,4,BN,NA,NA,NA,NA,high,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia
Terpsinoe,,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Terpsinoe americana,,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Terpsinoe musica,2,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,BF,NA,NA,NA,NA,NA,Halo,,Bacillariophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Thalassionema,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassionema
Thalassionema nitzschioides,,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassionema
Thalassiosira,,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira bramaputrae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira lacustris,5,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira levanderi,5,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira pseudonana,,P,NA,NA,NA,NA,high,NA,NM,NHHONF,DO_50,BF,AM,PH,NA,NA,NA,Halo,Heterotroph,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira visurgis,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira weissflogii,4,P,NA,NA,NA,NA,high,high,NM,NHHONF,DO_50,BF,AM,PH,NA,NA,NA,Halo,Heterotroph,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Tryblionella,,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella acuminata,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella angustata,,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella apiculata,5,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella calida,4,BN,NA,NA,NA,NA,high,high,HM,NA,NA,BF,NA,E,NA,NA,NA,Halo,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella compressa,,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella compressa var elongata,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella constricta,5,BN,NA,NA,NA,NA,NA,NA,HM,NAHON,DO_50,B,AM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella debilis,4,BN,NA,NA,NA,NA,NA,NA,HM,NAHON,DO_100,FB,AM,NA,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella gracilis,,BN,NA,NA,NA,NA,NA,NA,HM,NAHON,DO_50,BF,AM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella granulata,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella hungarica,5,BN,NA,NA,NA,NA,high,high,HM,NAHON,DO_30,BF,AM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella levidensis,4,BN,NA,NA,NA,NA,NA,high,HM,NAHON,DO_50,BF,AM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella littoralis,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,DO_50,B,NA,E,NA,NA,NA,Halo,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella navicularis,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella salinarum,,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella scalaris,,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,BF,NA,E,NA,NA,NA,Halo,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella victoriae,,BN,NA,NA,NA,NA,NA,high,HM,NAHON,DO_50,BF,AM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Ulnaria,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria
Ulnaria delicatissima var angustissima,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria
Ulnaria ungeriana,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Ulnaria
Xenotholos,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Xenotholos
Xenotholos kerneri,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Xenotholos
Actinotaenium,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Actinotaenium
Actinotaenium colpopelta,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Actinotaenium
Chaetosphaeridium,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Mesostigmatophyceae,Chaetosphaeridiales,Chaetosphaeridiaceae,Chaetosphaeridium
Chaetosphaeridium globosum,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Mesostigmatophyceae,Chaetosphaeridiales,Chaetosphaeridiaceae,Chaetosphaeridium
Chara,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Charophyceae,Charales,Characeae,Chara
Chara canescens,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Charophyceae,Charales,Characeae,Chara
Chara contraria,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Charophyceae,Charales,Characeae,Chara
Chara globularis,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Charophyceae,Charales,Characeae,Chara
Chara vulgaris,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Charophyceae,Charales,Characeae,Chara
Chara zeylanica,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Charophyceae,Charales,Characeae,Chara
Closteriospira,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Closteriospira
Closteriospira lemanensis,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Closteriospira
Closterium,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium acerosum,4,,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium acerosum var tumidium,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium arcuatum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium attenuatum,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium ehrenbergii,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium gracile,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium incurvum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium intermedium,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium kuetzingii,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium leibleinii,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium littorale,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium lunula,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium moniliferum,4,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium navicula,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium nylandicum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium parvulum,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium parvulum var maius,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium praelongum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium ralfsii var gracilius,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium ralfsii var hybridum,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium rostratum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium striatum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium striolatum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Closterium striolatum var borgei,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Coleochaete,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Coleochaetophyceae,Coleochaetales,Coleochaetaceae,Coleochaete
Coleochaete irregularis,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Coleochaetophyceae,Coleochaetales,Coleochaetaceae,Coleochaete
Coleochaete scutata,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Coleochaetophyceae,Coleochaetales,Coleochaetaceae,Coleochaete
Cosmarium,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium abbreviatum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium angulosum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium angulosum var euastroides,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium binum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium bioculatum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium biretum var trigibberum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium brebissonii,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium contractum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium contractum var ellipsoideum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium crenatum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium depressum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium granatum,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium humile,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium impressulum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium impressulum var suborthogonum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium imressulum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium incertum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium laeve,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium polygonum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium porteanum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium portianum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium praecisum var suecicum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium protractum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium punctatum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium punctulatum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium quadrum var minus,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium regnellii,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium regnellii var minimum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium reniforme,,,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium sportella,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium sportella var subnudum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium subcostatum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium subcrenatum,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium subtumidum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium subtumidum var minutum,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmarium turpinii var podolicum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmariumeciosum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cosmariumortella var subnudum,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Cylindrocystis brebissonii,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Cylindrocystis
Cylindrocystis brebissonii var turgida,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Cylindrocystis
Desmidium,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium
Desmidium swartzii,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium
Elakatothrix,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix
Euastrum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum
Euastrum bidentatum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum
Euastrum denticulatum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum
Euastrum didelta,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum
Euastrum elegans,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum
Euastrum verrucosum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum
Gonatozygon,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Peniaceae,Gonatozygon
Gonatozygon kinahanii,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Peniaceae,Gonatozygon
Gonatozygon monotaenium,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Peniaceae,Gonatozygon
Hyalotheca,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Hyalotheca
Hyalotheca dissiliens,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Hyalotheca
Hyalotheca mucosa,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Hyalotheca
Klebsormidium,2,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium
Klebsormidium crenulatum,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium
Klebsormidium flaccidum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,,,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium
